Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Fuente en la plaza Beata María Ana de Jesús I,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",5,38,291.38
Fuente en la plaza Beata María Ana de Jesús II,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",5,38,279.65
Fuente en la plaza Chozas de Canales,Monument,Pza Chozas de Canales ," Calle de Santa Petronila, 7","414 -  Calle de Santa Petronila, 7,",9,15,114.29
Fuente en la plaza Conde Valle de Suchil,Monument,PLAZA CONDE DEL VALLE DE SUCHIL 1,Plaza Conde Suchil,"Plaza del Conde del Valle de Súchil nº 3,",3,16,35.15
Fuente en la plaza Cruz Latina,Monument,Pza Cruz Latina ,"Calle de Bacares, 20","Calle de Bacares, 20,",1,23,282.18
Fuente en la plaza de Villalcázar de Sirga,Monument,Pza Villalcázar de Sirga ,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",9,15,190.38
Fuente en la plaza del Mármol,Monument,Pza Mármol ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,130.87
Fuente en la plaza del Pardo (antigua plaza del Caudillo),Monument,Pza del Pardo ,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",22,5,5173.71
Fuente en la plaza del Rey,Monument,Pza Rey ,Banco de España A,"Calle Alcalá nº 49,",6,21,176.44
Fuente en la plaza Mayor de Barajas,Monument,PLAZA MAYOR DE BARAJAS 1,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",12,12,39.49
Fuente en la plaza Mora de Rubielos,Monument,Pza Mora de Rubielos ,"Calle Alcala, 590","Calle Alcala, 590,",8,15,190.84
Fuente en la plaza Navío,Monument,Pza Navío ,"Avenida de Cantabria, 6","Avenida de Cantabria, 6,",15,9,87.44
Fuente en la plaza Patriarca Eijo y Garay,Monument,Pza Patriarca Eijo y Garay ,Paseo de los Jesuitas  67,"Paseo de los Jesuitas  67,",8,19,238.54
Fuente en los jardines Doña Concha Piquer,Monument, ,Pirámides,"Calle Toledo nº 181,",10,14,81.2
