Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Oso y Madroño,Monument,C Carmen ,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",7,8,320.23
Oso y Madroño,Monument,C Barros 16,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",17,10,555.43
Oso y Madroño,Monument,PLAZA PROSPERIDAD 1,Prosperidad,"Calle Suero de Quiñones nº 3,",3,24,38.72
